! --------------------------------------------------------------- !
!  ELCOM Temporal Boundary Condition file
!  Generated by ARMS
! !
! File was created from the following resources on 2015-06-24 06:07:10
! HEADER               BC     ARMS Address
! INFLOW               1     FCR Weir Inflow 1 Drain
! WTR_TEMP			   2     FCR Weir Inflow Temp 1 Drain
! SALINITY			   3     FCR Weir Inflow Salinity 1 Drain
! --------------------------------------------------------------- !
3 data sets
0 seconds between data
0         2        2            2
TIME	OUTFLOW	WTR_TEMP	SALINITY
2015200	0.0413	20	0
2015200.042	0.0409	20	0
2015200.083	0.0403	20	0
2015200.125	0.0419	20	0
2015200.167	0.0412	20	0
2015200.208	0.0413	20	0
2015200.25	0.0416	20	0
2015200.292	0.0419	20	0
2015200.333	0.0421	20	0
2015200.375	0.0421	20	0
2015200.417	0.0418	20	0
2015200.458	0.0415	20	0
2015200.5	0.0422	20	0
2015200.542	0.0431	20	0
2015200.583	0.0441	20	0
2015200.625	0.044	20	0
2015200.667	0.0432	20	0
2015200.708	0.0431	20	0
2015200.75	0.0428	20	0
2015200.792	0.0425	20	0
2015200.833	0.0424	20	0
2015200.875	0.0413	20	0
2015200.917	0.0413	20	0
2015200.958	0.0399	20	0
2015201	0.0395	20	0
2015201.042	0.0395	20	0
2015201.083	0.0392	20	0
2015201.125	0.0393	20	0
2015201.167	0.0393	20	0
2015201.208	0.0396	20	0
2015201.25	0.0398	20	0
2015201.292	0.0393	20	0
2015201.333	0.0393	20	0
2015201.375	0.039	20	0
2015201.417	0.0389	20	0
2015201.458	0.039	20	0
2015201.5	0.0393	20	0
2015201.542	0.04	20	0
2015201.583	0.0403	20	0
2015201.625	0.0408	20	0
2015201.667	0.0403	20	0
2015201.708	0.0403	20	0
2015201.75	0.0392	20	0
2015201.792	0.0385	20	0
2015201.833	0.038	20	0
2015201.875	0.0371	20	0
2015201.917	0.0366	20	0
2015201.958	0.0359	20	0
2015202	0.0359	20	0
2015202.042	0.0357	20	0
2015202.083	0.0352	20	0
2015202.125	0.035	20	0
2015202.167	0.0354	20	0
2015202.208	0.0358	20	0
2015202.25	0.0352	20	0
2015202.292	0.0354	20	0
2015202.333	0.0351	20	0
2015202.375	0.034	20	0
2015202.417	0.0339	20	0
2015202.458	0.0344	20	0
2015202.5	0.034	20	0
2015202.542	0.0344	20	0
2015202.583	0.0343	20	0
2015202.625	0.0348	20	0
2015202.667	0.0353	20	0
2015202.708	0.0336	20	0
2015202.75	0.0347	20	0
2015202.792	0.0335	20	0
2015202.833	0.0331	20	0
2015202.875	0.0317	20	0
2015202.917	0.0315	20	0
2015202.958	0.0308	20	0
2015203	0.0308	20	0
2015203.042	0.0304	20	0
2015203.083	0.03	20	0
2015203.125	0.0296	20	0
2015203.167	0.0295	20	0
2015203.208	0.0297	20	0
2015203.25	0.0299	20	0
2015203.292	0.0296	20	0
2015203.333	0.0296	20	0
2015203.375	0.0296	20	0
2015203.417	0.0294	20	0
2015203.458	0.0295	20	0
2015203.5	0.0295	20	0
2015203.542	0.0299	20	0
2015203.583	0.0295	20	0
2015203.625	0.0297	20	0
2015203.667	0.0297	20	0
2015203.708	0.0299	20	0
2015203.75	0.0295	20	0
2015203.792	0.029	20	0
2015203.833	0.0282	20	0
2015203.875	0.0281	20	0
2015203.917	0.0273	20	0
2015203.958	0.0269	20	0
2015204	0.0264	20	0
2015204.042	0.0264	20	0
2015204.083	0.026	20	0
2015204.125	0.0259	20	0
2015204.167	0.0263	20	0
2015204.208	0.0263	20	0
2015204.25	0.0258	20	0
2015204.292	0.026	20	0
2015204.333	0.0259	20	0
2015204.375	0.0258	20	0
2015204.417	0.0253	20	0
2015204.458	0.0256	20	0
2015204.5	0.0259	20	0
2015204.542	0.0257	20	0
2015204.583	0.0259	20	0
2015204.625	0.0268	20	0
2015204.667	0.0264	20	0
2015204.708	0.0264	20	0
2015204.75	0.0266	20	0
2015204.792	0.0267	20	0
2015204.833	0.0257	20	0
2015204.875	0.0254	20	0
2015204.917	0.0249	20	0
2015204.958	0.0252	20	0
2015205	0.0244	20	0
2015205.042	0.0238	20	0
2015205.083	0.0242	20	0
2015205.125	0.0242	20	0
2015205.167	0.0243	20	0
2015205.208	0.0242	20	0
2015205.25	0.0242	20	0
2015205.292	0.0243	20	0
2015205.333	0.0244	20	0
2015205.375	0.0241	20	0
2015205.417	0.0241	20	0
2015205.458	0.0244	20	0
2015205.5	0.0249	20	0
2015205.542	0.0246	20	0
2015205.583	0.0244	20	0
2015205.625	0.0253	20	0
2015205.667	0.0253	20	0
2015205.708	0.0257	20	0
2015205.75	0.0256	20	0
2015205.792	0.0254	20	0
2015205.833	0.0244	20	0
2015205.875	0.0246	20	0
2015205.917	0.0243	20	0
2015205.958	0.0236	20	0
2015206	0.0232	20	0
2015206.042	0.0228	20	0
2015206.083	0.023	20	0
2015206.125	0.0234	20	0
2015206.167	0.0229	20	0
2015206.208	0.023	20	0
2015206.25	0.0226	20	0
2015206.292	0.0228	20	0
2015206.333	0.023	20	0
2015206.375	0.0229	20	0
2015206.417	0.0225	20	0
2015206.458	0.0229	20	0
2015206.5	0.0231	20	0
2015206.542	0.0236	20	0
2015206.583	0.024	20	0
2015206.625	0.0237	20	0
2015206.667	0.024	20	0
2015206.708	0.024	20	0
2015206.75	0.0238	20	0
2015206.792	0.0234	20	0
2015206.833	0.0232	20	0
2015206.875	0.0232	20	0
2015206.917	0.023	20	0
2015206.958	0.0225	20	0
2015207	0.0218	20	0
2015207.042	0.0216	20	0
2015207.083	0.0216	20	0
2015207.125	0.0218	20	0
2015207.167	0.0215	20	0
2015207.208	0.0213	20	0
2015207.25	0.0215	20	0
2015207.292	0.0212	20	0
2015207.333	0.0215	20	0
2015207.375	0.0215	20	0
2015207.417	0.0219	20	0
2015207.458	0.0213	20	0
2015207.5	0.0219	20	0
2015207.542	0.0225	20	0
2015207.583	0.0231	20	0
2015207.625	0.0234	20	0
2015207.667	0.0232	20	0
2015207.708	0.023	20	0
2015207.75	0.0231	20	0
2015207.792	0.023	20	0
2015207.833	0.0219	20	0
2015207.875	0.021	20	0
2015207.917	0.0211	20	0
2015207.958	0.0203	20	0
2015208	0.0204	20	0
2015208.042	0.0202	20	0
2015208.083	0.0206	20	0
2015208.125	0.0204	20	0
2015208.167	0.0201	20	0
2015208.208	0.0201	20	0
2015208.25	0.0201	20	0
2015208.292	0.0202	20	0
2015208.333	0.0204	20	0
2015208.375	0.0201	20	0
2015208.417	0.0204	20	0
2015208.458	0.0202	20	0
2015208.5	0.0204	20	0
2015208.542	0.0211	20	0
2015208.583	0.0213	20	0
2015208.625	0.0211	20	0
2015208.667	0.0209	20	0
2015208.708	0.0213	20	0
2015208.75	0.0218	20	0
2015208.792	0.0219	20	0
2015208.833	0.0215	20	0
2015208.875	0.0211	20	0
2015208.917	0.0206	20	0
2015208.958	0.0206	20	0
2015209	0.0202	20	0
2015209.042	0.0197	20	0
2015209.083	0.0196	20	0
2015209.125	0.0198	20	0
2015209.167	0.02	20	0
2015209.208	0.0198	20	0
2015209.25	0.0196	20	0
2015209.292	0.0196	20	0
2015209.333	0.0198	20	0
2015209.375	0.0201	20	0
2015209.417	0.0195	20	0
2015209.458	0.0201	20	0
2015209.5	0.02	20	0
2015209.542	0.0206	20	0
2015209.583	0.0208	20	0
2015209.625	0.0212	20	0
2015209.667	0.0216	20	0
2015209.708	0.0213	20	0
2015209.75	0.0217	20	0
2015209.792	0.0216	20	0
2015209.833	0.0215	20	0
2015209.875	0.0211	20	0
2015209.917	0.0211	20	0
2015209.958	0.0453	20	0
2015210	0.087	20	0
2015210.042	0.0385	20	0
2015210.083	0.0315	20	0
2015210.125	0.03	20	0
2015210.167	0.0284	20	0
2015210.208	0.0272	20	0
2015210.25	0.0266	20	0
2015210.292	0.0263	20	0
2015210.333	0.0259	20	0
2015210.375	0.026	20	0
2015210.417	0.0253	20	0
2015210.458	0.0252	20	0
2015210.5	0.0253	20	0
2015210.542	0.0248	20	0
2015210.583	0.0261	20	0
2015210.625	0.0267	20	0
2015210.667	0.0269	20	0
2015210.708	0.0264	20	0
2015210.75	0.0274	20	0
2015210.792	0.0269	20	0
2015210.833	0.0262	20	0
2015210.875	0.0258	20	0
2015210.917	0.0256	20	0
2015210.958	0.0257	20	0
2015211	0.0249	20	0
2015211.042	0.0251	20	0
2015211.083	0.0244	20	0
2015211.125	0.0244	20	0
2015211.167	0.0244	20	0
2015211.208	0.0244	20	0
2015211.25	0.0243	20	0
2015211.292	0.0243	20	0
2015211.333	0.0242	20	0
2015211.375	0.0247	20	0
2015211.417	0.0243	20	0
2015211.458	0.0243	20	0
2015211.5	0.0252	20	0
2015211.542	0.0248	20	0
2015211.583	0.0246	20	0
2015211.625	0.0251	20	0
2015211.667	0.0254	20	0
2015211.708	0.0256	20	0
2015211.75	0.0258	20	0
2015211.792	0.0262	20	0
2015211.833	0.0252	20	0
2015211.875	0.0253	20	0
2015211.917	0.0243	20	0
2015211.958	0.0246	20	0
2015212	0.0241	20	0
2015212.042	0.024	20	0
2015212.083	0.0241	20	0
2015212.125	0.0234	20	0
2015212.167	0.0232	20	0
2015212.208	0.0238	20	0
2015212.25	0.0236	20	0
2015212.292	0.0237	20	0
2015212.333	0.0236	20	0
2015212.375	0.0236	20	0
2015212.417	0.0229	20	0
2015212.458	0.0225	20	0
2015212.5	0.0223	20	0
2015212.542	0.0226	20	0
2015212.583	0.0229	20	0
2015212.625	0.023	20	0
2015212.667	0.0224	20	0
2015212.708	0.0224	20	0
2015212.75	0.0224	20	0
2015212.792	0.0223	20	0
2015212.833	0.0218	20	0
2015212.875	0.0216	20	0
2015212.917	0.0211	20	0
2015212.958	0.0208	20	0
2015213	0.0197	20	0
2015213.042	0.0197	20	0
2015213.083	0.0201	20	0
2015213.125	0.0201	20	0
2015213.167	0.02	20	0
2015213.208	0.0198	20	0
2015213.25	0.0202	20	0
2015213.292	0.0204	20	0
2015213.333	0.0205	20	0
2015213.375	0.0202	20	0
2015213.417	0.0206	20	0
2015213.458	0.0205	20	0
2015213.5	0.0203	20	0
2015213.542	0.0206	20	0
2015213.583	0.0212	20	0
2015213.625	0.0217	20	0
2015213.667	0.0211	20	0
2015213.708	0.0209	20	0
2015213.75	0.0198	20	0
2015213.792	0.0205	20	0
2015213.833	0.0196	20	0
2015213.875	0.0198	20	0
2015213.917	0.0195	20	0
2015213.958	0.0191	20	0
2015214	0.0184	20	0
2015214.042	0.018	20	0
2015214.083	0.0185	20	0
2015214.125	0.0184	20	0
2015214.167	0.018	20	0
2015214.208	0.0184	20	0
2015214.25	0.0183	20	0
2015214.292	0.0184	20	0
2015214.333	0.0184	20	0
2015214.375	0.018	20	0
2015214.417	0.0184	20	0
2015214.458	0.018	20	0
2015214.5	0.0183	20	0
2015214.542	0.0185	20	0
2015214.583	0.0186	20	0
2015214.625	0.0186	20	0
2015214.667	0.0189	20	0
2015214.708	0.0188	20	0
2015214.75	0.0183	20	0
2015214.792	0.0184	20	0
2015214.833	0.0185	20	0
2015214.875	0.0182	20	0
2015214.917	0.0173	20	0
2015214.958	0.0166	20	0
2015215	0.0163	20	0
2015215.042	0.017	20	0
2015215.083	0.0166	20	0
2015215.125	0.0169	20	0
2015215.167	0.0166	20	0
2015215.208	0.0163	20	0
2015215.25	0.0167	20	0
2015215.292	0.0169	20	0
2015215.333	0.0164	20	0
2015215.375	0.0162	20	0
2015215.417	0.0163	20	0
2015215.458	0.016	20	0
2015215.5	0.0172	20	0
2015215.542	0.0169	20	0
2015215.583	0.0178	20	0
2015215.625	0.018	20	0
2015215.667	0.0178	20	0
2015215.708	0.0178	20	0
2015215.792	0.0172	20	0
2015215.833	0.017	20	0
2015215.875	0.0167	20	0
2015215.917	0.0162	20	0
2015215.958	0.0152	20	0
2015216	0.0143	20	0
2015216.042	0.0146	20	0
2015216.083	0.0144	20	0
2015216.125	0.0145	20	0
2015216.167	0.0152	20	0
2015216.208	0.0153	20	0
2015216.25	0.0155	20	0
2015216.292	0.0151	20	0
2015216.333	0.0155	20	0
2015216.375	0.0153	20	0
2015216.417	0.0153	20	0
2015216.458	0.0151	20	0
2015216.5	0.0152	20	0
2015216.542	0.016	20	0
2015216.583	0.0165	20	0
2015216.625	0.0173	20	0
2015216.667	0.0171	20	0
2015216.708	0.0168	20	0
2015216.75	0.0165	20	0
2015216.792	0.0161	20	0
2015216.833	0.0159	20	0
2015216.875	0.0149	20	0
2015216.917	0.0147	20	0
2015216.958	0.0144	20	0
2015217	0.0144	20	0
2015217.042	0.0144	20	0
2015217.083	0.0142	20	0
2015217.125	0.0142	20	0
2015217.167	0.0139	20	0
2015217.208	0.0144	20	0
2015217.25	0.0145	20	0
2015217.292	0.014	20	0
2015217.333	0.0141	20	0
2015217.375	0.0145	20	0
2015217.417	0.0142	20	0
2015217.458	0.0143	20	0
2015217.5	0.0144	20	0
2015217.542	0.0146	20	0
2015217.583	0.0155	20	0
2015217.625	0.0155	20	0
2015217.667	0.0155	20	0
2015217.708	0.0156	20	0
2015217.75	0.0157	20	0
2015217.792	0.016	20	0
2015217.833	0.0158	20	0
2015217.875	0.0143	20	0
2015217.917	0.0142	20	0
2015217.958	0.0141	20	0
2015218	0.0138	20	0
2015218.042	0.0136	20	0
2015218.083	0.0135	20	0
2015218.125	0.0143	20	0
2015218.167	0.0137	20	0
2015218.208	0.0133	20	0
2015218.25	0.0133	20	0
2015218.292	0.013	20	0
2015218.333	0.0133	20	0
2015218.375	0.0133	20	0
2015218.417	0.0135	20	0
2015218.458	0.0134	20	0
2015218.5	0.0136	20	0
2015218.542	0.0145	20	0
2015218.583	0.0142	20	0
2015218.625	0.0137	20	0
2015218.667	0.0133	20	0
2015218.708	0.0134	20	0
2015218.75	0.0133	20	0
2015218.792	0.0135	20	0
2015218.833	0.0133	20	0
2015218.875	0.0128	20	0
2015218.917	0.0125	20	0
2015218.958	0.0124	20	0
2015219	0.0131	20	0
2015219.042	0.013	20	0
2015219.083	0.0141	20	0
2015219.125	0.014	20	0
2015219.167	0.0136	20	0
2015219.208	0.0137	20	0
2015219.25	0.0137	20	0
2015219.292	0.0136	20	0
2015219.333	0.0133	20	0
2015219.375	0.0134	20	0
2015219.417	0.0132	20	0
2015219.458	0.0131	20	0
2015219.5	0.0134	20	0
2015219.542	0.0136	20	0
2015219.583	0.0136	20	0
2015219.625	0.0136	20	0
2015219.667	0.0139	20	0
2015219.708	0.0141	20	0
2015219.75	0.0137	20	0
2015219.792	0.0135	20	0
2015219.833	0.0135	20	0
2015219.875	0.0135	20	0
2015219.917	0.0132	20	0
2015219.958	0.0127	20	0
2015220	0.0133	20	0
2015220.042	0.013	20	0
2015220.083	0.0128	20	0
2015220.125	0.0131	20	0
2015220.167	0.013	20	0
2015220.208	0.0128	20	0
2015220.25	0.0128	20	0
2015220.292	0.013	20	0
2015220.333	0.0128	20	0
2015220.375	0.0129	20	0
2015220.417	0.013	20	0
2015220.458	0.013	20	0
2015220.5	0.0127	20	0
2015220.542	0.0136	20	0
2015220.583	0.0142	20	0
2015220.625	0.0144	20	0
2015220.667	0.014	20	0
2015220.708	0.0134	20	0
2015220.75	0.0133	20	0
2015220.792	0.0129	20	0
2015220.833	0.0125	20	0
2015220.875	0.0121	20	0
2015220.917	0.0121	20	0
2015220.958	0.0119	20	0
2015221	0.0124	20	0
2015221.042	0.0122	20	0
2015221.083	0.0121	20	0
2015221.125	0.0124	20	0
2015221.167	0.0122	20	0
2015221.208	0.0121	20	0
2015221.25	0.0119	20	0
2015221.292	0.0122	20	0
2015221.333	0.012	20	0
2015221.375	0.0122	20	0
2015221.417	0.0119	20	0
2015221.458	0.0119	20	0
2015221.5	0.0123	20	0
2015221.542	0.0128	20	0
2015221.583	0.013	20	0
2015221.625	0.0129	20	0
2015221.667	0.0126	20	0
2015221.708	0.0131	20	0
2015221.75	0.0127	20	0
2015221.792	0.0126	20	0
2015221.833	0.0119	20	0
2015221.875	0.0118	20	0
2015221.917	0.0112	20	0
2015221.958	0.0108	20	0
2015222	0.011	20	0
2015222.042	0.0111	20	0
2015222.083	0.0109	20	0
2015222.125	0.0108	20	0
2015222.167	0.0115	20	0
2015222.208	0.0111	20	0
2015222.25	0.0113	20	0
2015222.292	0.0111	20	0
2015222.333	0.0111	20	0
2015222.375	0.011	20	0
2015222.417	0.0112	20	0
2015222.458	0.0113	20	0
2015222.5	0.0114	20	0
2015222.542	0.0112	20	0
2015222.583	0.0113	20	0
2015222.625	0.0114	20	0
2015222.667	0.0116	20	0
2015222.708	0.0119	20	0
2015222.75	0.0115	20	0
2015222.792	0.0114	20	0
2015222.833	0.0116	20	0
2015222.875	0.0115	20	0
2015222.917	0.0119	20	0
2015222.958	0.0111	20	0
2015223	0.0114	20	0
2015223.042	0.0129	20	0
2015223.083	0.0409	20	0
2015223.125	0.0596	20	0
2015223.167	0.0419	20	0
2015223.208	0.0325	20	0
2015223.25	0.0307	20	0
2015223.292	0.0287	20	0
2015223.333	0.0276	20	0
2015223.375	0.0263	20	0
2015223.417	0.0255	20	0
2015223.458	0.0251	20	0
2015223.5	0.0249	20	0
2015223.542	0.0256	20	0
2015223.583	0.0259	20	0
2015223.625	0.0259	20	0
2015223.667	0.0259	20	0
2015223.708	0.0258	20	0
2015223.75	0.0256	20	0
2015223.792	0.0251	20	0
2015223.833	0.0248	20	0
2015223.875	0.0241	20	0
2015223.917	0.0246	20	0
2015223.958	0.0239	20	0
2015224	0.0236	20	0
2015224.042	0.0236	20	0
2015224.083	0.023	20	0
2015224.125	0.023	20	0
2015224.167	0.023	20	0
2015224.208	0.0231	20	0
2015224.25	0.0235	20	0
2015224.292	0.0236	20	0
2015224.333	0.0235	20	0
2015224.375	0.0241	20	0
2015224.417	0.0238	20	0
2015224.458	0.0236	20	0
2015224.5	0.0235	20	0
2015224.542	0.0237	20	0
2015224.583	0.0241	20	0
2015224.625	0.024	20	0
2015224.667	0.0231	20	0
2015224.708	0.0238	20	0
2015224.75	0.0235	20	0
2015224.792	0.0231	20	0
2015224.833	0.0225	20	0
2015224.875	0.0223	20	0
2015224.917	0.0218	20	0
2015224.958	0.0222	20	0
2015225	0.022	20	0
2015225.042	0.0218	20	0
2015225.083	0.0218	20	0
2015225.125	0.0219	20	0
2015225.167	0.0215	20	0
2015225.208	0.0217	20	0
2015225.25	0.0216	20	0
2015225.292	0.0217	20	0
2015225.333	0.0213	20	0
2015225.375	0.0212	20	0
2015225.417	0.0211	20	0
2015225.458	0.0216	20	0
2015225.5	0.0216	20	0
2015225.542	0.0218	20	0
2015225.583	0.0224	20	0
2015225.625	0.0229	20	0
2015225.667	0.0222	20	0
2015225.708	0.0228	20	0
2015225.75	0.0224	20	0
2015225.792	0.022	20	0
2015225.833	0.0218	20	0
2015225.875	0.0212	20	0
2015225.917	0.0206	20	0
2015225.958	0.0206	20	0
2015226	0.0202	20	0
2015226.042	0.0198	20	0
2015226.083	0.0201	20	0
2015226.125	0.0201	20	0
2015226.167	0.0201	20	0
2015226.208	0.02	20	0
2015226.25	0.0202	20	0
2015226.292	0.0203	20	0
2015226.333	0.021	20	0
2015226.375	0.0205	20	0
2015226.417	0.0202	20	0
2015226.458	0.0201	20	0
2015226.5	0.0202	20	0
2015226.542	0.0208	20	0
2015226.583	0.021	20	0
2015226.625	0.0219	20	0
2015226.667	0.0216	20	0
2015226.708	0.0216	20	0
2015226.75	0.021	20	0
2015226.792	0.0211	20	0
2015226.833	0.0204	20	0
2015226.875	0.0202	20	0
2015226.917	0.0197	20	0
2015226.958	0.0192	20	0
2015227	0.0186	20	0
2015227.042	0.0184	20	0
